Group_ID,Video_Index,Room,Session,Performer,Video_Name, Frame_Num
1193,1217,62550197990303300,62550181926684600,54173263735042100,62550181926684637-54173263735042125r1471448285.m3u8.mp4,80546
1194,1218,62550198854329900,62550185877714900,52192388243789800,62550185877714971-52192388243789856r1471448287.m3u8.mp4,4346
1195,1219,62550514001745300,62550501329214800,52052212664243900,62550501329214888-52052212664243901r1471448438.m3u8.mp4,9939
1196,1220,62550643263903100,62550642849228200,51674492214186600,62550642849228266-51674492214186633r1471448505.m3u8.mp4,102605
1197,1221,62552300567631200,62552296325658500,51658268325451400,62552296325658540-51658268325451471r1471449293.m3u8.mp4,12327
1197,1221,62552300567631200,62552296325658500,51658268325451400,62552296325658540-51658268325451471r1471450599.m3u8.mp4,567
1197,1221,62552300567631200,62552296325658500,51658268325451400,62552296325658540-51658268325451471r1471450666.m3u8.mp4,2225
1197,1221,62552300567631200,62552296325658500,51658268325451400,62552296325658540-51658268325451471r1471450891.m3u8.mp4,3349
1198,1222,62553558217107000,62553554511994300,51462963527165500,62553554511994371-51462963527165561r1471449893.m3u8.mp4,1144
1199,1223,62553637520909900,62553618078779300,55101412352210500,62553618078779371-55101412352210556r1471449924.m3u8.mp4,21592
